1.746031790971755981e-01,1.746031790971755981e-01,4.920634925365447998e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.761904850602149963e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,7.936508208513259888e-02,9.523809701204299927e-02,9.523809701204299927e-02
1.111111119389533997e-01,1.111111119389533997e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.587301678955554962e-02,1.587301678955554962e-02,1.111111119389533997e-01,1.111111119389533997e-01,2.063492089509963989e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.587301678955554962e-02,4.761904850602149963e-02,6.349206715822219849e-02,6.349206715822219849e-02
9.523809701204299927e-02,1.111111119389533997e-01,2.063492089509963989e-01,2.063492089509963989e-01,2.063492089509963989e-01,4.761904850602149963e-02,6.349206715822219849e-02,2.063492089509963989e-01,4.761904850602149963e-02,6.349206715822219849e-02,2.063492089509963989e-01,4.920634925365447998e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.761904850602149963e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,7.936508208513259888e-02,9.523809701204299927e-02,9.523809701204299927e-02,1.111111119389533997e-01,1.111111119389533997e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.587301678955554962e-02,1.587301678955554962e-02,1.587301678955554962e-02
1.111111119389533997e-01,1.111111119389533997e-01,2.063492089509963989e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.587301678955554962e-02,4.761904850602149963e-02,6.349206715822219849e-02,6.349206715822219849e-02,9.523809701204299927e-02,1.111111119389533997e-01,2.063492089509963989e-01,2.063492089509963989e-01,2.063492089509963989e-01,4.761904850602149963e-02
6.349206715822219849e-02,2.063492089509963989e-01,4.761904850602149963e-02,6.349206715822219849e-02,2.063492089509963989e-01,4.920634925365447998e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.761904850602149963e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02
7.936508208513259888e-02,9.523809701204299927e-02,9.523809701204299927e-02,1.111111119389533997e-01,1.111111119389533997e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.587301678955554962e-02,1.111111119389533997e-01,2.063492089509963989e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.587301678955554962e-02,4.761904850602149963e-02,6.349206715822219849e-02
6.349206715822219849e-02,9.523809701204299927e-02,1.111111119389533997e-01,2.063492089509963989e-01,2.063492089509963989e-01,2.063492089509963989e-01,4.761904850602149963e-02,6.349206715822219849e-02,2.063492089509963989e-01,4.761904850602149963e-02,6.349206715822219849e-02,2.063492089509963989e-01,4.920634925365447998e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.761904850602149963e-02,4.761904850602149963e-02,4.761904850602149963e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,6.349206715822219849e-02,7.936508208513259888e-02,9.523809701204299927e-02,9.523809701204299927e-02,9.523809701204299927e-02
1.111111119389533997e-01,1.111111119389533997e-01,1.111111119389533997e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.587301678955554962e-02,1.111111119389533997e-01,2.063492089509963989e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.587301678955554962e-02,4.761904850602149963e-02,6.349206715822219849e-02,6.349206715822219849e-02,9.523809701204299927e-02
